:ID,synsetId,note,:LABEL
ex_8268,eng-10-02666239-v,"These two tests differ in only one respect",Example
ex_8269,eng-10-00229630-a,"the worst player on the team",Example
ex_8270,eng-10-00229630-a,"the worst weather of the year",Example
ex_8271,eng-10-00565279-v,"the starch gelatinized when it was heated",Example
ex_8272,eng-10-13396276-n,"last year there was a serious budgetary deficit",Example
ex_8273,eng-10-04702545-n,"a windshield with good visibility",Example
ex_8274,eng-10-01737698-a,"she was unforbearing with the slower students",Example
ex_8275,eng-10-01876735-v,"He cradled the infant in his arms",Example
ex_8276,eng-10-06713512-n,"words of reproach",Example
ex_8277,eng-10-00985334-v,"`Help,' the stabbing victim gurgled",Example
ex_8278,eng-10-01270175-a,"a hurried trip to the store",Example
ex_8279,eng-10-01270175-a,"the hurried life of a city",Example
ex_8280,eng-10-01270175-a,"a hurried job",Example
ex_8281,eng-10-01771039-v,"Brahms's `Requiem' gets me every time",Example
ex_8282,eng-10-10624074-n,"their son became a famous judge",Example
ex_8283,eng-10-10624074-n,"his boy is taller than he is",Example
ex_8284,eng-10-02225492-v,"She saved the old family photographs in a drawer",Example
ex_8285,eng-10-00415967-v,"only few plants can immigrate to the island",Example
ex_8286,eng-10-05084733-n,"it's a long way to Moscow",Example
ex_8287,eng-10-05084733-n,"he went a long ways",Example
ex_8288,eng-10-00250259-n,"he congratulated them on their development of a plan to meet the emergency",Example
ex_8289,eng-10-00250259-n,"they funded research and development",Example
ex_8290,eng-10-01726859-a,"rabid isolationist",Example
ex_8291,eng-10-01169744-n,"the government was not ready for a confrontation with the unions",Example
ex_8292,eng-10-01169744-n,"the invaders encountered stiff opposition",Example
ex_8293,eng-10-07033613-n,"the priest said Mass",Example
ex_8294,eng-10-00650353-v,"We distinguish several kinds of maple",Example
ex_8295,eng-10-00142191-v,"shape the dough",Example
ex_8296,eng-10-00142191-v,"form the young child's character",Example
ex_8297,eng-10-00860127-a,"an experimental drug",Example
ex_8298,eng-10-02360702-v,"the driveway was reflectorized for safety reasons",Example
ex_8299,eng-10-00306723-v,"We exploded the nuclear bomb",Example
ex_8300,eng-10-05793907-n,"successful negotiation is the meat and potatoes of arbitration",Example
ex_8301,eng-10-02678850-a,"the capsular ligament is a sac surrounding the articular cavity of a freely movable joint and attached to the bones",Example
ex_8302,eng-10-04992834-n,"the pungency of mustard",Example
ex_8303,eng-10-04992834-n,"the sulfurous bite of garlic",Example
ex_8304,eng-10-04992834-n,"the sharpness of strange spices",Example
ex_8305,eng-10-04992834-n,"the raciness of the wine",Example
ex_8306,eng-10-04341686-n,"the structure consisted of a series of arches",Example
ex_8307,eng-10-04341686-n,"she wore her hair in an amazing construction of whirls and ribbons",Example
ex_8308,eng-10-01803583-a,"wild and harsh country full of hot sand and cactus",Example
ex_8309,eng-10-01803583-a,"the nomad life is rough and hazardous",Example
ex_8310,eng-10-09875663-n,"a broad is a woman who can throw a mean punch",Example
ex_8311,eng-10-00839526-v,"The politician was not well prepared for the debate and faked it",Example
ex_8312,eng-10-01115162-n,"it was a hard sell",Example
ex_8313,eng-10-00798717-v,"He retracted his earlier statements about his religion",Example
ex_8314,eng-10-00798717-v,"She abjured her beliefs",Example
ex_8315,eng-10-00690305-v,"She felt small and insignificant",Example
ex_8316,eng-10-00690305-v,"You make me feel naked",Example
ex_8317,eng-10-00690305-v,"I made the students feel different about themselves",Example
ex_8318,eng-10-00033077-a,"a hot week on the stock market",Example
ex_8319,eng-10-01037910-v,"The guys always try to chat up the new secretaries",Example
ex_8320,eng-10-01037910-v,"My husband never flirts with other women",Example
ex_8321,eng-10-01959111-a,"unregistered dairy cattle",Example
ex_8322,eng-10-01317064-v,"Your former neighbor is wanted by the FBI",Example
ex_8323,eng-10-01317064-v,"Uncle Sam wants you",Example
ex_8324,eng-10-04945254-n,"a thirst for knowledge",Example
ex_8325,eng-10-04945254-n,"hunger for affection",Example
ex_8326,eng-10-00630802-a,"an incorporeal spirit",Example
ex_8327,eng-10-00822746-v,"call a runner out",Example
ex_8328,eng-10-02756821-v,"rain, snow and sleet were falling",Example
ex_8329,eng-10-02756821-v,"Vesuvius precipitated its fiery, destructive rage on Herculaneum",Example
ex_8330,eng-10-01726879-v,"beat the drum",Example
ex_8331,eng-10-09608002-n,"he was a regular attender at department meetings",Example
ex_8332,eng-10-09608002-n,"the gathering satisfied both organizers and attendees",Example
ex_8333,eng-10-02568738-a,"wired hotel rooms",Example
ex_8334,eng-10-02568738-a,"even the car is bugged",Example
ex_8335,eng-10-14571181-n,"his early orphanage shaped his character as an adult",Example
ex_8336,eng-10-02694933-v,"Our sense of sight enables us to locate objects in space",Example
ex_8337,eng-10-02694933-v,"Locate the boundaries of the property",Example
ex_8338,eng-10-02529761-a,"a cup of warmed milk",Example
ex_8339,eng-10-01908889-a,"had to boil the contaminated water",Example
ex_8340,eng-10-01908889-a,"polluted lakes and streams",Example
ex_8341,eng-10-01023242-n,"the purpose of intervention is to prevent unnecessary duplication of lawsuits",Example
ex_8342,eng-10-00886448-a,"crazy about cars and racing",Example
ex_8343,eng-10-00886448-a,"he is potty about her",Example
ex_8344,eng-10-02352538-v,"He closed out his line of sports cars",Example
ex_8345,eng-10-01260008-n,"the buzz of excitement was so great that a formal denial was issued",Example
ex_8346,eng-10-00643250-a,"a creative imagination",Example
ex_8347,eng-10-06394701-n,"the body of the message was short",Example
ex_8348,eng-10-01257817-v,"he hacked his way through the forest",Example
ex_8349,eng-10-00494409-a,"the respective club members",Example
ex_8350,eng-10-00494409-a,"specialists in their several fields",Example
ex_8351,eng-10-00494409-a,"the various reports all agreed",Example
ex_8352,eng-10-04290615-n,"Sputnik was the first man-made satellite to orbit the earth",Example
ex_8353,eng-10-00199565-r,"she hurried down the stairs fearfully",Example
ex_8354,eng-10-00353206-a,"persisting unaltered through time",Example
ex_8355,eng-10-00729378-v,"He wondered who had built this beautiful church",Example
ex_8356,eng-10-01937994-a,"the real reason",Example
ex_8357,eng-10-01937994-a,"real war",Example
ex_8358,eng-10-01937994-a,"a real friend",Example
ex_8359,eng-10-01937994-a,"a real woman",Example
ex_8360,eng-10-01937994-a,"meat and potatoes--I call that a real meal",Example
ex_8361,eng-10-01937994-a,"it's time he had a real job",Example
ex_8362,eng-10-01937994-a,"it's no penny-ante job--he's making real money",Example
ex_8363,eng-10-02237502-a,"a fast road",Example
ex_8364,eng-10-02237502-a,"grass courts are faster than clay",Example
ex_8365,eng-10-06389230-n,"another word had been written over the erasure",Example
ex_8366,eng-10-01696502-a,"the moon-splashed world",Example
ex_8367,eng-10-01175810-v,"He gave the first of many toasts at the birthday party",Example
ex_8368,eng-10-00364145-a,"looking chipper, like a man...diverted by his own wit- Frances G. Patton",Example
ex_8369,eng-10-00364145-a,"life that is gay, brisk, and debonair- H.M.Reynolds",Example
ex_8370,eng-10-00364145-a,"walked with a jaunty step",Example
ex_8371,eng-10-00364145-a,"a jaunty optimist",Example
ex_8372,eng-10-07526505-n,"I have confidence in our team",Example
ex_8373,eng-10-07526505-n,"confidence is always borrowed, never owned",Example
ex_8374,eng-10-05041871-n,"an enervation of mind greater than any fatigue",Example
ex_8375,eng-10-13779244-n,"mix one volume of the solution with ten volumes of water",Example
ex_8376,eng-10-02487244-a,"a falling market",Example
ex_8377,eng-10-02487244-a,"falling incomes",Example
ex_8378,eng-10-00458456-n,"he was at bat when it happened",Example
ex_8379,eng-10-00458456-n,"he got four hits in four at-bats",Example
ex_8380,eng-10-06798558-n,"a manifestation of disease",Example
ex_8381,eng-10-01716034-a,"the inexpressible, unpaintable `tick' in the unconscious",Example
ex_8382,eng-10-02004352-v,"we retraced the route we took last summer",Example
ex_8383,eng-10-02004352-v,"trace your path",Example
ex_8384,eng-10-08588486-n,"in the belly of the ship",Example
ex_8385,eng-10-02292573-a,"an explosive issue",Example
ex_8386,eng-10-02292573-a,"a volatile situation with troops and rioters eager for a confrontation",Example
ex_8387,eng-10-01764351-a,"the clogging crowds of revelers overflowing into the street",Example
ex_8388,eng-10-01033346-v,"He has a job disk-jockeying on the weekend",Example
ex_8389,eng-10-04104147-n,"a news reporter has to have a good Rolodex",Example
ex_8390,eng-10-01104376-v,"They had gotten the jump on their competitors",Example
ex_8391,eng-10-01627166-a,"worry about the gossip and secretiveness and other scrimy sides- Al Hine",Example
ex_8392,eng-10-05819890-n,"he had memorized the many minutiae of the legal code",Example
ex_8393,eng-10-02851099-n,"they had just moved in and had not put up blinds yet",Example
ex_8394,eng-10-00106888-n,"he gave the ball a shy to the first baseman",Example
ex_8395,eng-10-09975630-n,"as an actor he was a consummate craftsman",Example
ex_8396,eng-10-00663894-v,"I was carded when I tried to buy a beer!",Example
ex_8397,eng-10-05061003-n,"his car has a lot of pickup",Example
ex_8398,eng-10-00077419-n,"the acquisition of wealth",Example
ex_8399,eng-10-00077419-n,"the acquisition of one company by another",Example
ex_8400,eng-10-00377002-v,"Maple wood burns well",Example
ex_8401,eng-10-07288485-n,"he had a vision of the Virgin Mary",Example
ex_8402,eng-10-01414916-v,"The teacher smacked the student who had misbehaved",Example
ex_8403,eng-10-00196449-a,"a terrifying wail",Example
ex_8404,eng-10-01279015-v,"her lips puckered",Example
ex_8405,eng-10-01636205-a,"legitimate advertising practices",Example
ex_8406,eng-10-02202443-a,"the quaternary period of geologic time extends from the end of the tertiary period to the present",Example
ex_8407,eng-10-01978576-v,"the birds alighted",Example
ex_8408,eng-10-01473353-a,"a minor, insignificant bureaucrat",Example
ex_8409,eng-10-01473353-a,"peanut politicians",Example
ex_8410,eng-10-01665674-a,"the aboral surface of a starfish",Example
ex_8411,eng-10-00470084-v,"Her optimism neutralizes his gloom",Example
ex_8412,eng-10-00470084-v,"This action will negate the effect of my efforts",Example
ex_8413,eng-10-01357484-a,"returning the life-giving humus to the land- Louis Bromfield",Example
ex_8414,eng-10-01357484-a,"life-giving love and praise",Example
ex_8415,eng-10-01357484-a,"the vitalizing rays of the warming sun",Example
ex_8416,eng-10-06236602-n,"Osama bin Laden and his followers practice Wahhabism",Example
ex_8417,eng-10-02256589-v,"I had to liquidate my holdings to pay off my ex-husband",Example
ex_8418,eng-10-00444519-a,"near neighbors",Example
ex_8419,eng-10-00444519-a,"in the near future",Example
ex_8420,eng-10-00444519-a,"they are near equals",Example
ex_8421,eng-10-00444519-a,"his nearest approach to success",Example
ex_8422,eng-10-00444519-a,"a very near thing",Example
ex_8423,eng-10-00444519-a,"a near hit by the bomb",Example
ex_8424,eng-10-00444519-a,"she was near tears",Example
ex_8425,eng-10-00444519-a,"she was close to tears",Example
ex_8426,eng-10-00444519-a,"had a close call",Example
ex_8427,eng-10-00983824-v,"She let out a big heavy sigh",Example
ex_8428,eng-10-00983824-v,"He uttered strange sounds that nobody could understand",Example
ex_8429,eng-10-00354634-v,"He checked the flow of water by shutting off the main valve",Example
ex_8430,eng-10-00296482-a,"a boneless rib roast",Example
ex_8431,eng-10-00296482-a,"a boned (or deboned) fish",Example
ex_8432,eng-10-01545649-v,"In church you have to kneel during parts of the service",Example
ex_8433,eng-10-01953297-a,"refined sugar",Example
ex_8434,eng-10-01953297-a,"refined oil",Example
ex_8435,eng-10-01953297-a,"to gild refined gold- Shakespeare",Example
ex_8436,eng-10-09443281-n,"the hounds followed the fox's spoor",Example
ex_8437,eng-10-13896369-n,"he left the impression of his fingers in the soft mud",Example
ex_8438,eng-10-00317020-r,"obediently she slipped off her right shoe and stocking",Example
ex_8439,eng-10-05678300-n,"days of danger and nights of waking",Example
ex_8440,eng-10-00442669-r,"I'll sell it to you retail only",Example
ex_8441,eng-10-00795785-a,"an actable scene",Example
ex_8442,eng-10-01642843-a,"a rising young politician",Example
ex_8443,eng-10-00257947-v,"the tanker bilged",Example
ex_8444,eng-10-02189714-v,"the jealous man was eavesdropping on his wife's conversations",Example
ex_8445,eng-10-08397489-n,"friendlies came to their rescue",Example
ex_8446,eng-10-00842772-v,"Don't always pick on your little brother",Example
ex_8447,eng-10-00402731-a,"maple trees ablaze in autumn",Example
ex_8448,eng-10-00156575-a,"the document contained a particularly emphatic guarantee of religious liberty",Example
ex_8449,eng-10-01708663-a,"a paying job",Example
ex_8450,eng-10-01708663-a,"remunerative work",Example
ex_8451,eng-10-01708663-a,"salaried employment",Example
ex_8452,eng-10-01708663-a,"stipendiary services",Example
ex_8453,eng-10-04644306-n,"charges of litigiousness and widespread perjury",Example
ex_8454,eng-10-00290406-n,"ducks walk with a waddle",Example
ex_8455,eng-10-01017643-v,"He maintained his innocence",Example
ex_8456,eng-10-03757138-n,"in Paris the subway system is called the `metro' and in London it is called the `tube' or the `underground'",Example
ex_8457,eng-10-02761372-v,"The setting sun kindled the sky with oranges and reds",Example
ex_8458,eng-10-02283324-v,"The landlord retained the security deposit",Example
ex_8459,eng-10-02283324-v,"I reserve the right to disagree",Example
ex_8460,eng-10-00106503-r,"we must act responsibly",Example
ex_8461,eng-10-01148897-a,"blissful young lovers",Example
ex_8462,eng-10-01148897-a,"in blissful ignorance",Example
